user_id,movie_title,rating
user_356,Unforgiven,10.0
user_727,Hiroshima Mon Amour,5.4
user_216,"Remi, Nobody's Boy",7.3
user_165,1917,8.5
user_716,Pink Floyd: The Wall,6.4
user_195,Harry Potter and the Philosopher's Stone,7.7
user_558,Rashomon,6.1
user_986,Won't You Be My Neighbor?,6.5
user_597,The Edge of Democracy,10.0
user_825,Planet of the Apes,8.8
user_558,The Sixth Sense,8.1
user_747,Barbie in The 12 Dancing Princesses,10.0
user_695,Trollhunters: Rise of the Titans,7.4
user_882,Forgotten,9.2
user_457,Land of Mine,10.0
user_900,Divorce Italian Style,9.8
user_20,Double Indemnity,9.2
user_36,Teen Wolf: The Movie,10.0
user_783,Senna,8.0
user_346,Violet Evergarden: The Movie,10.0
user_394,Rosemary's Baby,5.9
user_289,The King and the Mockingbird,8.1
user_333,Steven Universe: The Movie,5.7
user_553,Bacurau,6.3
user_665,The Outlaws,8.6
user_686,Descendants 3,9.3
user_3,The Truman Show,7.3
user_955,Rurouni Kenshin: The Final,9.5
user_11,The Passion of Joan of Arc,7.6
user_775,Your Name.,8.6
user_201,Jiro Dreams of Sushi,9.8
user_700,The Shadow in My Eye,5.0
user_224,Steven Universe: The Movie,7.5
user_628,The Internet's Own Boy: The Story of Aaron Swartz,8.0
user_29,To Be or Not to Be,8.3
user_17,Aladdin,5.6
user_443,Attack on Titan: The Roar of Awakening,7.8
user_881,Steven Universe: The Movie,9.6
user_321,My Little Pony: A New Generation,8.8
user_539,The Wrong Trousers,8.5
user_383,Bound by Honor,7.6
user_673,The Thing,9.0
user_31,The Woman King,9.5
user_94,Platoon,9.1
user_379,Senna,7.1
user_124,Puss in Boots: The Last Wish,7.5
user_109,Two Women,8.0
user_67,The Cranes Are Flying,7.2
user_433,Hair Love,8.0
user_938,Aliens,9.9
user_719,Shutter Island,10.0
user_63,Don't Blame the Kid,6.6
user_89,Se7en,7.2
user_514,Trollhunters: Rise of the Titans,9.8
user_150,Incendies,6.8
user_383,Close-Up,8.2
user_94,The Princess Bride,7.2
user_365,Return of the Jedi,8.5
user_644,Steven Universe: The Movie,6.6
user_678,Waltz with Bashir,9.1
user_87,Purple Hearts,8.9
user_128,Bohemian Rhapsody,10.0
user_690,Berserk: The Golden Age Arc III - The Advent,6.9
user_42,Raiders of the Lost Ark,7.8
user_360,Brokeback Mountain,6.6
user_818,Limelight,9.1
user_269,Dragon Ball Super: Super Hero,5.7
user_264,My Father's Violin,6.0
user_919,Godzilla vs. Kong,4.6
user_568,Constantine: City of Demons - The Movie,7.6
user_570,Teen Titans: Trouble in Tokyo,8.4
user_338,Isle of Dogs,9.8
user_628,Platoon,4.7
user_637,Psycho,6.8
user_955,Dear Zachary: A Letter to a Son About His Father,8.0
user_305,Sound of Metal,6.7
user_247,BTS World Tour: Love Yourself - Japan Edition,6.4
user_680,Time of the Gypsies,6.7
user_482,Ninja Scroll,8.3
user_269,"No Game, No Life: Zero",7.6
user_980,The Act of Killing,7.4
user_316,A Taxi Driver,7.7
user_518,Deep Red,10.0
user_132,Wolfwalkers,6.7
user_501,If Anything Happens I Love You,5.4
user_515,It Happened One Night,7.6
user_783,The Dawn Wall,8.5
user_691,Citizen Kane,5.7
user_794,The Secret in Their Eyes,9.4
user_300,To All the Boys I've Loved Before,8.9
user_690,North by Northwest,8.5
user_600,Black Swan,10.0
user_516,Time of the Gypsies,9.8
user_434,Onward,7.6
user_470,Flee,8.2
user_466,Redeeming Love,7.6
user_191,Bring the Soul: The Movie,8.3
user_656,Doctor Who: The Day of the Doctor,9.2
user_361,The Young Girls of Rochefort,7.7
user_398,The Wages of Fear,7.1
user_712,Onibaba,6.6
user_234,Jodorowsky's Dune,10.0
user_156,Django Unchained,5.7
user_746,Kind Hearts and Coronets,5.7
user_639,Won't You Be My Neighbor?,9.7
user_397,Crooks in Clover,7.8
user_249,Us Again,7.0
user_76,The King of Kong: A Fistful of Quarters,9.2
user_155,Ghost in the Shell,7.0
user_369,God's Own Country,8.2
user_66,"Duck, You Sucker",8.0
user_52,The Salt of the Earth,8.2
user_884,Le Trou,8.2
user_862,The Cameraman,9.1
user_968,Everything Everywhere All at Once,8.0
user_871,The Man from Nowhere,10.0
user_48,Elemental,9.2
user_145,Twin Peaks,9.3
